entry,name,requiredlevel,ilvl
31411,Gladiator's Mooncloth Leggings,70,123
31412,Gladiator's Mooncloth Mantle,70,123
31413,Gladiator's Mooncloth Robe,70,123
31414,Wild Wood Staff,0,108
31415,Iron Oak Shield,0,111
31416,Scorch Wood Bow,0,108
31417,Staff of the Ashtongue Deathsworn,0,109
31418,Sylvanaar Gloves,0,102
31419,Living Grove Shoulderpads,0,102
31420,Protector's Boots,0,102
31421,Sentinel Armbands,0,102
31422,Heavy Elven Dirk,0,102
31423,Wolf Hewer's Axe,0,102
31424,Arcane Wand of Sylvanaar,0,102
31425,Ogre Vanquisher's Belt,0,102
31426,Agile Mountain Bracers,0,102
31427,Sylvanaar Defender's Pauldrons,0,102
31428,Commander Skyshadow's Gloves,0,102
31429,Spelunker's Mantle,0,102
31430,Miner's Gloves,0,102
31431,All-Weather Armguards,0,102
31432,Explorer's Boots,0,102
31433,Sylvanaar Elite Caster's Armor,0,105
31434,Ogre Assassin's Britches,0,105
31435,Gurn's Horned Helmet,0,108
31436,Sylvanaar Champion's Shoulders,0,108
31437,Medicinal Drake Essence,0,105
31438,Fizit's Mantle of Drake Hunting,0,105
31439,Precise Gloves of Alacrity,0,105
31440,Devolved Drake Girdle,0,105
31441,Clocktock's Jumpers,0,105
31442,Metro's Slimming Legs,0,105
31443,Nickwinkle's Harness Experiment,0,105
31444,Party Hat Mistake,0,105
31445,Last Year's "In" Belt,0,105
31446,Vibro Shanker,0,105
31447,Vibro Dagger,0,105
31448,Vibro Sword,0,105
31449,Distilled Stalker Sight,0,102
31450,Stealth of the Stalker,0,102
31451,Pure Energy,0,102
31452,Energized Wristwraps,0,105
31453,Charged Footwear,0,105
31454,Scalewing Gloves,0,105
31455,Muscle Toning Belt,0,105
31456,Gnomish Casting Boots,0,108
31457,Toshley's Station Hero's Hat,0,108
31458,Razaani-Buster Leggings,0,108
31459,Soul Saver's Chest Plate,0,108
31460,Sha'tari Vindicator's Waistguard,0,115
31461,A'dal's Gift,0,115
31462,Shattrath's Champion Belt,0,115
31463,Zezzak's Shard,0,1
31464,Naaru Belt of Precision,0,115
31465,Sha'tari Anchorite's Cloak,0,115
31466,Monster - Shield, Illidari Type 1,1,1
31467,Monster - Shield, Illidari Type 2,1,1
31468,Monster - Shield, Illidari Type 3,1,1
31469,Black Dragon Corpse,0,1
31470,Witch Doctor's Beads,0,102
31471,T'chali's Kilt,0,102
31472,Hexxer's Belt,0,102
31473,Ogre Defiler's Handguards,0,102
31474,Wand of the Ancestors,0,105
31475,Thunderlord Scalpel,0,105
31476,Slow Death Dirk,0,105
31477,Red Hands of the Thunderlord,0,102
31478,Tor'chunk's Foot Covers,0,102
31479,Rugged Mountain Bracers,0,102
31480,Ogre Beater's Belt,0,102
31481,Thunderlord Armbands,0,102
31482,Dire Wolf Handler Gloves,0,102
31483,Gor'drek's Pauldrons,0,102
31484,Wolf Chaps,0,102
31485,Dark Deed Leggings,0,102
31486,Bear-Strength Harness,0,102
31487,Wild Horned Helm,0,102
31488,Boots of the Ancient-Killer,0,102
31489,Orb of the Grishna,65,1
31490,Netherwing Protector's Shield,0,109
31491,Netherwing Defender's Shield,0,109
31492,Claw of the Netherwing Flight,0,108
31493,Netherwing Spiritualist's Charm,0,108
31494,Netherwing Sorceror's Charm,0,108
31495,Grishnath Orb,0,1
31496,Tome of Fireball XIV,70,70
31497,Monster - Throwing Trident, Wicked,1,1
31498,Tome of Frostbolt XIV,70,70
31499,Monster - Throwing Trident, Wicked Blue Glow,1,1
31500,Tome of Arcane Missiles XI,70,70
31501,Tome of Conjure Food VIII,70,70
31502,Libram: Blessing of Might VIII,70,70
31503,Libram: Greater Blessing of Might III,70,70
31504,Nethervine Crystal,0,1
31505,Manual of Heroic Strike XI,70,70
31506,Manual of Revenge VIII,70,70
31507,Grimoire of Searing Pain VIII,70,70
31508,Coven Britches,0,108
31509,Wyrmcultist's Hood,0,108
31510,Hewing Gloves,0,105
31511,Chest of the Wyrmcult,0,108
31512,Tree Warden's Belt,0,105
31513,Blackwhelp Belt,0,105
31514,Dragonkin Shirt,0,108
31515,Whelpscale Gauntlets,0,108
31516,Bracers of the Weald,0,105
31517,Dire Pinfeather,0,1
31518,Exorcism Feather,0,1
31519,Inkling's Leggings,0,108
31520,Blackwing Helm,0,108
31521,Expedition Defender's Shoulders,0,105
31522,Primal Mooncloth Supplies,0,1
31523,Treebole's Hoop,0,108
31524,Square of Imbued Netherweave,0,1
31525,Vial of Primal Reagents,0,1
31526,Raven's Wood Exorciser's Band,0,108
31527,Leafbeard Ring,0,108
31528,Ring of the Stonebark,0,108
31529,Grillok's Eyepatch,0,1
31530,Sample of Primal Mooncloth,0,0
31531,Wraithcloth Bindings,0,108
31532,Supple Leather Boots,0,108
31533,Diluvian Spaulders,0,108
31534,Whiteknuckle Gauntlets,0,108
31535,Bloodboil Poison,0,105
31536,Camp Anger Key,0,1
31537,Darktread Boots,0,105
31538,Twin Moon Shoulderguards,0,105
31539,Chaintwine Cinch,0,105
31540,Fairweather's Wristguards,0,105
31541,Whistling Sword,0,108
31542,Fanged Axe,0,108
31543,Adjudicator's Staff,0,108
31544,Clefthoof Hide Leggings,0,109
31545,Oilcloth Breeches,0,109
31546,Tourmaline Crown,0,109
31547,Malefactor's Eyepatch,0,109
31548,Blackened Chestplate,0,109
31549,Leonine Breastplate,0,109
31550,Albreck's Findings,0,1
31551,Monster - Dragonmaw, Shadowmoon - 2H Hammer,1,1
31552,Windchanneller's Miter,70,115
31553,Windchanneller's Mantle,70,115
31554,Windchanneller's Tunic,70,115
31555,Windchanneller's Ceinture,70,115
31556,Windchanneller's Leggings,70,115
31557,Windchanneller's Boots,70,109
31558,Windchanneller's Bindings,70,115
31559,Windchanneller's Gloves,70,115
31560,Skystalker's Shroud,70,115
31561,Skystalker's Shoulders,70,115
31562,Skystalker's Tunic,70,115
31563,Skystalker's Cord,70,115
31564,Skystalker's Leggings,70,115
31565,Skystalker's Boots,70,109
31566,Skystalker's Bracers,70,115
31567,Skystalker's Gloves,70,115
31568,Mistshroud Helm,70,115
31569,Mistshroud Shoulders,70,115
31570,Mistshroud Tunic,70,115
31571,Mistshroud Belt,70,115
31572,Mistshroud Pants,70,115
31573,Mistshroud Boots,70,109
31574,Mistshroud Bracers,70,115
31575,Mistshroud Gauntlets,70,115
31576,Slatesteel Helm,70,115
31577,Slatesteel Shoulders,70,115
31578,Slatesteel Breastplate,70,115
31579,Slatesteel Girdle,70,115
31580,Slatesteel Leggings,70,115
31581,Slatesteel Boots,70,109
31582,Slatesteel Bracers,70,115
31583,Slatesteel Gauntlets,70,115
31584,High Warlord's Kodohide Gloves,70,115
31585,High Warlord's Kodohide Helm,70,115
31586,High Warlord's Kodohide Legguards,70,115
31587,High Warlord's Kodohide Spaulders,70,115
31588,High Warlord's Kodohide Tunic,70,115
31589,Grand Marshal's Kodohide Gloves,70,115
31590,Grand Marshal's Kodohide Helm,70,115
31591,Grand Marshal's Kodohide Legguards,70,115
31592,Grand Marshal's Kodohide Spaulders,70,115
31593,Grand Marshal's Kodohide Tunic,70,115
31594,General's Kodohide Belt,70,123
31595,General's Kodohide Boots,70,123
31596,Marshal's Kodohide Belt,70,123
31597,Marshal's Kodohide Boots,70,123
31598,General's Kodohide Bracers,70,113
31599,Marshal's Kodohide Bracers,70,113
31600,Monster - Dragonmaw, Shadowmoon - 1H Axe,1,1
31601,Monster - Dragonmaw, Shadowmoon - 2H Axe,1,1
31603,Monster - Dragonmaw, Shadowmoon - 1H Sword,1,1
31604,Monster - Dragonmaw, Shadowmoon - 2H Sword,1,1
31605,Monster - Dragonmaw, Shadowmoon - Staff,1,1
31606,Demoniac Scryer,0,1
31607,Demoniac Scryer Reading,0,1
31608,Monster - Staff, Blood Elf A02 Red - High Red Flames,1,1
31609,Monster - Dagger, Horde PvP - Purple (Purple Glow),1,1
31610,Rod of Purification,0,0
31611,Monster - Sword, 1H Outland Blacksmithing 01,1,1
31612,Monster - Sword, Flaming,1,1
31613,Gladiator's Ornamented Chestguard,70,123
31614,Gladiator's Ornamented Gloves,70,123
31615,Ancient Draenei Arcane Relic,0,102
31616,Gladiator's Ornamented Headcover,70,123
31617,Ancient Draenei War Talisman,0,102
31618,Gladiator's Ornamented Legplates,70,123
31619,Gladiator's Ornamented Spaulders,70,123
31620,Grand Marshal's Mooncloth Mitts,70,115
31621,High Warlord's Mooncloth Mitts,70,115
31622,Grand Marshal's Mooncloth Cowl,70,115
31623,Grand Marshal's Mooncloth Legguards,70,115
31624,Grand Marshal's Mooncloth Shoulderpads,70,115
31625,Grand Marshal's Mooncloth Vestments,70,115
31626,High Warlord's Mooncloth Cowl,70,115
31627,High Warlord's Mooncloth Legguards,70,115
31628,High Warlord's Mooncloth Shoulderpads,70,115
31629,High Warlord's Mooncloth Vestments,70,115
31630,Grand Marshal's Ornamented Chestplate,70,115
31631,Grand Marshal's Ornamented Gloves,70,115
31632,Grand Marshal's Ornamented Headguard,70,115
31633,Grand Marshal's Ornamented Leggings,70,115
31634,Grand Marshal's Ornamented Spaulders,70,115
31635,High Warlord's Ornamented Chestplate,70,115
31636,High Warlord's Ornamented Gloves,70,115
31637,High Warlord's Ornamented Headguard,70,115
31638,High Warlord's Ornamented Leggings,70,115
31639,High Warlord's Ornamented Spaulders,70,115
31640,Grand Marshal's Ringmail Chestguard,70,115
31641,Grand Marshal's Ringmail Gloves,70,115
31642,Grand Marshal's Ringmail Headpiece,70,115
31643,Grand Marshal's Ringmail Legguards,70,115
31644,Grand Marshal's Ringmail Shoulders,70,115
31646,High Warlord's Ringmail Chestguard,70,115
31647,High Warlord's Ringmail Gloves,70,115
31648,High Warlord's Ringmail Headpiece,70,115
31649,High Warlord's Ringmail Legguards,70,115
31650,High Warlord's Ringmail Shoulderpads,70,115
31651,Bladespire Totem,0,1
31652,Enchanted Nethervine Crystal,0,1
31653,Condensed Nether Gas,0,1
31654,Monster - Dragonmaw, Shadowmoon - 1H Mace,1,1
31655,Veil Skith Prison Key,0,1
31656,Lesser Nether Drake Spirit,0,1
31657,Chemise of Rebirth,0,90
31658,Scout's Hood,0,90
31659,Researcher's Mantle,0,90
31660,Feralfen Skulker's Belt,0,102
31661,Leesa'oh's Wristbands,0,96
31662,Rilak's Missive,0,0
31663,Spirit Calling Totems,0,1
31664,Zuluhed's Key,0,1
31665,Toy RC Mortar Tank,0,1
31666,Battered Steam Tonk Controller,0,55
31667,Knife of a Thousand Lies,35,40
31668,Orb Collecting Totem,0,1
31669,Monster - Dagger, Badass Red (Poisoned),1,1
31670,Raptor Ribs,0,60
31671,Serpent Flesh,0,60
31672,Mok'Nathal Shortribs,55,65
31673,Crunchy Serpent,55,65
31674,Recipe: Crunchy Serpent,0,67
31675,Recipe: Mok'Nathal Shortribs,0,67
31676,Fel Regeneration Potion,60,69
31677,Fel Mana Potion,60,72
31678,Mental Interference Rod,0,0
31679,Fel Strength Elixir,60,67
31680,Recipe: Fel Strength Elixir,0,67
31681,Recipe: Fel Regeneration Potion,0,69
31682,Recipe: Fel Mana Potion,0,72
31683,Dreadwing Skin Belt,0,108
31684,Netherhide Gloves,0,108
31685,Brood Mother Leggings,0,108
31686,Nether Protector's Chest,0,108
31687,Mok'Nathal Mantle,0,108
31688,Spiritcaller's Mask,0,108
31689,Mok'Nathal Hero's Pantaloons,0,108
31690,Belt of the Soul Saver,0,108
31691,Natasha's Guardian Cord,0,103
31692,Natasha's Ember Necklace,0,103
31693,Natasha's Arcane Filament,0,103
31694,Natasha's Pack Collar,0,103
31695,Natasha's Choker,0,103
31696,Natasha's Battle Chain,0,103
31697,Dread Relic,0,0
31698,Letter from Shattrath,0,1
31699,Imbued Draenethyst Crystal,0,108
31700,Runed Silver Staff,0,108
31701,Saboteur's Axe,0,108
31702,Challenge from the Horde,0,1
31703,Nether-Stalker's Blade,0,108
31704,The Tempest Key,0,1
31705,Derelict Caravan Chest Key,1,1
31706,The Head of the Hand of Kargath,0,1
31707,Cabal Orders,62,65
31708,Scroll of Atalor,0,1
31709,Drape of Arunen,0,1
31710,Gavel of K'alen,0,1
31711,Nether-Empowered Footgear,0,105
31712,Mok'Nathal Champion's Shoulderguards,0,105
31713,Ritualist's Helm,0,105
31714,Nether Drake Wristguards,0,105
31715,Demoniac Soul Prison,0,87
31716,Unused Axe of the Executioner,0,1
31717,Shadowcast Tunic,0,88
31718,Darkstorm Tunic,0,88
31719,Stormstrike Vest,0,88
31720,Battlemaster's Breastplate,0,88
31721,Kalithresh's Trident,0,1
31722,Murmur's Essence,0,1
31723,Madman's Blade,0,96
31724,Arakkoa Divining Rod,0,99
31725,Cilice of Suffering,0,99
31726,Necklace of Bloodied Feathers,0,94
31727,Choker of Bloodied Feathers,0,94
31728,Heirloom Signet of Willpower,0,99
31729,Heirloom Signet of Valor,0,99
31730,Heirloom Signet of Convalescence,0,99
31731,Mekeda's Gift,0,99
31732,Unearthed Orb,0,99
31733,Akuno's Blade,0,99
31734,Ancient Draenei Crest,0,99
31735,Timeless Shell,70,145
31736,Crystal of Deep Shadows,0,1
31737,Timeless Arrow,70,145
31739,Smoke Beacon,0,1
31740,Meeting Note,0,1
31741,Nether-wraith Essence,0,1
31742,Nether-wraith Beacon,0,1
31743,Monster - Mace, Draenei A02 Purple (Low Purple Flame),1,1
31744,Botanist's Field Guide,0,1
31745,Illidari-Bane Dagger,0,115
31746,Phoenix-fire Band,0,115
31747,Potent Sha'tari Pendant,0,115
31748,Shattrath Choker of Power,0,115
31749,A'dal's Recovery Necklace,0,115
31750,Earthen Signet,0,1
31751,Blazing Signet,0,1
31752,Sablemane's Trap,0,1
31753,Essence of Infinity,0,1
31754,Grisly Totem,0,0
31755,Wyvern Cage Key,0,1
31756,Dib'Muad's Crysknife,0,94
31757,Fel Cannonball,0,1
31758,Revered Mother's Crysknife,0,94
31759,Shani's Crysknife,0,94
31760,Miniwing,0,96
31761,Talonbranch Wand,0,96
31762,Feather-Wrapped Bow,0,96
31763,Druid Signal,0,1
31764,Stillfire Leggings,0,99
31765,Redeemer's Plate,0,99
31766,Skywitch Hat,0,99
31767,[TXT]Rexxar's Misha Summoner,0,1
31768,Deep Mire Cloak,0,90
31769,Sha'tari Torch,0,1
31770,Marsh Bracers,0,96
31772,Anchorite Relic,0,1
31773,Mag'har Tabard,0,20
31774,Kurenai Tabard,0,20
31775,Sporeggar Tabard,0,20
31776,Consortium Tabard,0,20
31777,Keepers of Time Tabard,0,20
31778,Lower City Tabard,0,20
31779,Aldor Tabard,0,20
31780,Scryers Tabard,0,20
31781,Sha'tar Tabard,0,20
31782,Warpstalker Breastplate,0,99
31783,Bloodfire Leggings,0,99
31784,Ancient Terokkar Hood,0,99
31785,Edge of Inevitability,0,99
31786,Blacksting Shoulders,0,90
31787,Stalwart Girdle,0,90
31788,Blacksting Gloves,0,90
31789,Marshfang Boots,0,90
31790,Expedition Pendant,0,108
31791,Wildlord's Band,0,108
31792,Evergrove Ranger's Cloak,0,108
31793,Ruuan Weald Wristguards,0,108
31794,Sha'tari Vindicator's Legplates,0,99
31795,Draenei Prayer Beads,0,1
31796,Sha'tari Marksman's Gloves,0,99
31797,Elekk Hide Spaulders,0,99
31798,Death-Speaker's Tunic,0,99
31799,Fei Fei Doggy Treat,0,1
31800,Outcast's Cache,0,65
31801,Monster - Staff, Zul'Gurub 03,1,1
31802,Monster - Claw, ZulGurub 02,1,1
31803,Monster - Claw, ZulGurub 02 Offhand,1,1
31804,Cenarion Expedition Tabard,0,20
31805,Monster - Dagger, Outland Raid D04, Green,1,1
31806,Monster - Sword, Zul'gurub 02,1,1
31807,Naturalized Ammunition,0,1
31808,Sablemane's Signet,0,1
31809,Evergrove Wand,0,1
31810,Fumper,0,1
31811,Dread Relic,0,0
31812,Doom Skull,1,1
31813,Warp Chaser Blood,0,1
31814,Mature Bone Sifter Carcass,0,1
31815,Zeppit's Crystal,0,1
31816,Dragonbone Greatsword,0,102
31817,Dragonbone Shoulders,0,102
31818,Dragonbone Talisman,0,102
31819,Noble Plate Pauldrons,0,102
31820,Blessed Signet Ring,0,102
31821,Blade of Retribution,0,102
31823,Book of Many Blessings,0,102
31824,Monster - Work Wrench,1,1
31826,Enormous Bone Worm Organs,0,1
31828,Ritual Prayer Beads,0,1
31829,Reins of the Cobalt Riding Talbuk,60,60
31830,Reins of the Cobalt Riding Talbuk,60,60
31831,Reins of the Silver Riding Talbuk,60,60
31832,Reins of the Silver Riding Talbuk,60,60
31833,Reins of the Tan Riding Talbuk,60,60
31834,Reins of the Tan Riding Talbuk,60,60
31835,Reins of the White Riding Talbuk,60,60
31836,Reins of the White Riding Talbuk,60,60
31837,Codex: Prayer of Shadow Protection II,70,70
31838,Major Combat Healing Potion,61,70
31839,Major Combat Healing Potion,61,70
31840,Major Combat Mana Potion,61,70
31841,Major Combat Mana Potion,61,70
31842,QAEnchant Bracer +12 Intellect,0,1
31843,QAEnchant Bracer +24 Attack Power,0,1
31844,QAEnchant Bracer +30 Healing,0,1
31845,QAEnchant Bracer +15 Spell Damage,0,1
31846,QAEnchant Bracer +12 Defense,0,1
31847,QAEnchant Bracer +12 Stamina,0,1
31848,QAEnchant Bracer +4 All Stats,0,1
31849,QAEnchant Bracer +12 Strength,0,1
31850,QATest +500 Defense Ring,1,1
31851,QATest +150 Defense Ring,1,1
31852,Major Combat Healing Potion,61,70
31853,Major Combat Healing Potion,61,70
31854,Major Combat Mana Potion,61,70
31855,Major Combat Mana Potion,61,70
31856,Darkmoon Card: Crusade,70,100
31857,Darkmoon Card: Wrath,70,100
31858,Darkmoon Card: Vengeance,70,100
31859,Darkmoon Card: Madness,70,100
31860,Great Golden Draenite,0,60
31861,Great Dawnstone,0,70
31862,Balanced Shadow Draenite,0,60
31863,Balanced Nightseye,0,70
31864,Infused Shadow Draenite,0,60
31865,Infused Nightseye,0,70
31866,Veiled Flame Spessarite,0,60
31867,Veiled Noble Topaz,0,70
31868,Wicked Noble Topaz,0,70
31869,Wicked Flame Spessarite,0,60
31870,Design: Great Golden Draenite,0,65
31871,Design: Balanced Shadow Draenite,0,65
31872,Design: Infused Shadow Draenite,0,65
31873,Design: Veiled Flame Spessarite,0,65
31874,Design: Wicked Flame Spessarite,0,65
31875,Design: Great Dawnstone,0,70
31876,Design: Balanced Nightseye,0,70
31877,Design: Infused Nightseye,0,70
31878,Design: Veiled Noble Topaz,0,70
31879,Design: Wicked Noble Topaz,0,70
31880,Blood Elf Orphan Whistle,0,1
31881,Draenei Orphan Whistle,0,1
31882,Ace of Blessings,0,1
31883,Eight of Blessings,0,1
31884,Five of Blessings,0,1
31885,Four of Blessings,0,1
31886,Seven of Blessings,0,1
31887,Six of Blessings,0,1
31888,Three of Blessings,0,1
31889,Two of Blessings,0,1
31890,Blessings Deck,0,1
31891,Storms Deck,0,1
31892,Ace of Storms,0,1
31893,Eight of Storms,0,1
31894,Five of Storms,0,1
31895,Four of Storms,0,1
31896,Seven of Storms,0,1
31898,Six of Storms,0,1
31899,Three of Storms,0,1
31900,Two of Storms,0,1
31901,Ace of Furies,0,1
31902,Eight of Furies,0,1
31903,Five of Furies,0,1
31904,Four of Furies,0,1
31905,Seven of Furies,0,1
31906,Six of Furies,0,1
31907,Furies Deck,0,1
31908,Three of Furies,0,1
31909,Two of Furies,0,1
31910,Ace of Lunacy,0,1
31911,Eight of Lunacy,0,1
31912,Five of Lunacy,0,1
31913,Four of Lunacy,0,1
31914,Lunacy Deck,0,1
31915,Seven of Lunacy,0,1
31916,Six of Lunacy,0,1
31917,Three of Lunacy,0,1
31918,Two of Lunacy,0,1
31919,Nexus-Prince's Ring of Balance,70,100
31920,Shaffar's Band of Brutality,70,100
31921,Yor's Collapsing Band,70,100
31922,Ring of Conflict Survival,70,100
31923,Band of the Crystalline Void,70,100
31924,Yor's Revenge,70,100
31925,Fiery Band,70,109
31926,Frigid Band,70,109
31927,Living Band,70,109
31928,Dark Band,70,109
31929,Enigmatic Band,70,109
31930,Enigmatic Charm,70,109
31931,Fiery Charm,70,109
31932,Living Charm,70,109
31933,Dark Charm,70,109
31934,Frigid Charm,70,109
31935,Frigid Cloak,70,109
31936,Fiery Cloak,70,109
31937,Living Cloak,70,109
31938,Enigmatic Cloak,70,109
31939,Dark Cloak,70,109
31940,Ethereum Torque,70,115
31941,Mark of the Nexus-King,0,1
31942,Deathwing Brood Cloak,70,115
31943,Ethereum Band,70,109
31944,Demonic Capacitor,0,1
31945,Shadow Circuit,0,1
31946,Ashtongue Cowl,0,0
31947,Energized Isolation Cube,0,1
31948,Skystalk,0,1
31949,Warden's Arrow,68,115
31950,Bogblossom,0,1
31951,Toy Dragon,0,1
31952,Khorium Lockbox,0,68
31953,Ward of Waking,0,1
31954,Chewed Up Boot,0,1
31955,Arelion's Knapsack,0,1
31956,Salvaged Ethereum Prison Key,0,1
31957,Ethereum Prisoner I.D. Tag,0,1
31958,Merciless Gladiator's Bonecracker,70,136
31959,Merciless Gladiator's Bonegrinder,70,136
31960,Merciless Gladiator's Chain Armor,70,136
31961,Merciless Gladiator's Chain Gauntlets,70,136
31962,Merciless Gladiator's Chain Helm,70,136
31978,Merciless Gladiator's Endgame,70,136
31963,Merciless Gladiator's Chain Leggings,70,136
31964,Merciless Gladiator's Chain Spaulders,70,136
31965,Merciless Gladiator's Cleaver,70,136
31966,Merciless Gladiator's Decapitator,70,136
31967,Merciless Gladiator's Dragonhide Gloves,70,136
31968,Merciless Gladiator's Dragonhide Helm,70,136
31969,Merciless Gladiator's Dragonhide Legguards,70,136
31971,Merciless Gladiator's Dragonhide Spaulders,70,136
31972,Merciless Gladiator's Dragonhide Tunic,70,136
31973,Merciless Gladiator's Dreadweave Gloves,70,136
31974,Merciless Gladiator's Dreadweave Hood,70,136
31975,Merciless Gladiator's Dreadweave Leggings,70,136
31976,Merciless Gladiator's Dreadweave Mantle,70,136
31977,Merciless Gladiator's Dreadweave Robe,70,136
31979,Merciless Gladiator's Felweave Amice,70,136
31980,Merciless Gladiator's Felweave Cowl,70,136
31981,Merciless Gladiator's Felweave Handguards,70,136
31982,Merciless Gladiator's Felweave Raiment,70,136
31983,Merciless Gladiator's Felweave Trousers,70,136
31984,Merciless Gladiator's Greatsword,70,136
31985,Merciless Gladiator's Hacker,70,136
31986,Merciless Gladiator's Crossbow of the Phoenix,70,136
31987,Merciless Gladiator's Kodohide Gloves,70,136
31988,Merciless Gladiator's Kodohide Helm,70,136
31989,Merciless Gladiator's Kodohide Legguards,70,136
31990,Merciless Gladiator's Kodohide Spaulders,70,136
31991,Merciless Gladiator's Kodohide Tunic,70,136
31992,Merciless Gladiator's Lamellar Chestpiece,70,136
31993,Merciless Gladiator's Lamellar Gauntlets,70,136
31994,Ethereum Key Tablet - Alpha,0,1
31995,Merciless Gladiator's Lamellar Legguards,70,136
31996,Merciless Gladiator's Lamellar Shoulders,70,136
31997,Merciless Gladiator's Lamellar Helm,70,136
31998,Merciless Gladiator's Leather Gloves,70,136
31999,Merciless Gladiator's Leather Helm,70,136
32000,Merciless Gladiator's Leather Legguards,70,136
32001,Merciless Gladiator's Leather Spaulders,70,136
32002,Merciless Gladiator's Leather Tunic,70,136
32003,Merciless Gladiator's Left Ripper,70,136
32004,Merciless Gladiator's Linked Armor,70,136
32005,Merciless Gladiator's Linked Gauntlets,70,136
32006,Merciless Gladiator's Linked Helm,70,136
32007,Merciless Gladiator's Linked Leggings,70,136
32008,Merciless Gladiator's Linked Spaulders,70,136
32009,Merciless Gladiator's Mail Armor,70,136
32010,Merciless Gladiator's Mail Gauntlets,70,136
32011,Merciless Gladiator's Mail Helm,70,136
32012,Merciless Gladiator's Mail Leggings,70,136
32013,Merciless Gladiator's Mail Spaulders,70,136
32014,Merciless Gladiator's Maul,70,136
32015,Merciless Gladiator's Mooncloth Gloves,70,136
32016,Merciless Gladiator's Mooncloth Hood,70,136
32017,Merciless Gladiator's Mooncloth Leggings,70,136
32018,Merciless Gladiator's Mooncloth Mantle,70,136
32019,Merciless Gladiator's Mooncloth Robe,70,136
32020,Merciless Gladiator's Ornamented Chestguard,70,136
32021,Merciless Gladiator's Ornamented Gloves,70,136
32022,Merciless Gladiator's Ornamented Headcover,70,136
32023,Merciless Gladiator's Ornamented Legplates,70,136
32024,Merciless Gladiator's Ornamented Spaulders,70,136
32025,Merciless Gladiator's Painsaw,70,136
32026,Merciless Gladiator's Pummeler,70,136
32027,Merciless Gladiator's Quickblade,70,136
32028,Merciless Gladiator's Right Ripper,70,136
32029,Merciless Gladiator's Ringmail Armor,70,136
32030,Merciless Gladiator's Ringmail Gauntlets,70,136
32031,Merciless Gladiator's Ringmail Helm,70,136
32032,Merciless Gladiator's Ringmail Leggings,70,136
32033,Merciless Gladiator's Ringmail Spaulders,70,136
32034,Merciless Gladiator's Satin Gloves,70,136
32035,Merciless Gladiator's Satin Hood,70,136
32036,Merciless Gladiator's Satin Leggings,70,136
32037,Merciless Gladiator's Satin Mantle,70,136
32038,Merciless Gladiator's Satin Robe,70,136
32039,Merciless Gladiator's Scaled Chestpiece,70,136
32040,Merciless Gladiator's Scaled Gauntlets,70,136
32041,Merciless Gladiator's Scaled Helm,70,136
32042,Merciless Gladiator's Scaled Legguards,70,136
32043,Merciless Gladiator's Scaled Shoulders,70,136
32044,Merciless Gladiator's Shanker,70,136
32045,Merciless Gladiator's Shield Wall,70,136
32046,Merciless Gladiator's Shiv,70,136
32047,Merciless Gladiator's Silk Amice,70,136
32048,Merciless Gladiator's Silk Cowl,70,136
32049,Merciless Gladiator's Silk Handguards,70,136
32050,Merciless Gladiator's Silk Raiment,70,136
32051,Merciless Gladiator's Silk Trousers,70,136
32052,Merciless Gladiator's Slicer,70,136
32053,Merciless Gladiator's Spellblade,70,136
32054,Merciless Gladiator's War Edge,70,136
32055,Merciless Gladiator's War Staff,70,136
32056,Merciless Gladiator's Wyrmhide Gloves,70,136
32057,Merciless Gladiator's Wyrmhide Helm,70,136
32058,Merciless Gladiator's Wyrmhide Legguards,70,136
32059,Merciless Gladiator's Wyrmhide Spaulders,70,136
32060,Merciless Gladiator's Wyrmhide Tunic,70,136
32068,Elixir of Ironskin,55,66
32061,Evidence from Alpha,0,1
32062,Elixir of Major Fortitude,50,61
32063,Earthen Elixir,50,63
32064,Protectorate Treasure Cache,0,1
32065,Monster - Glaive - Demonhunter Black (Black Glow - Illidan),1,1
32066,Monster - Glaive - Demonhunter Black Offhand (Black Glow - Illidan),1,1
32067,Elixir of Draenic Wisdom,50,64
32069,Mana-Tombs Stasis Chamber Key,0,1
32070,Recipe: Earthen Elixir,0,64
32071,Recipe: Elixir of Ironskin,0,66
32072,Gauntlets of Dissension,70,110
32073,Spaulders of Dementia,70,110
32074,Relics of Aviana,0,1
32082,The Fel Barrier,70,110
32075,Book of the Raven,0,1
32076,Handguards of the Steady,70,110
32077,Wrath Infused Gauntlets,70,110
32078,Pauldrons of Wild Magic,70,110
32079,Shaffar's Stasis Chamber Key,0,1
32080,Mantle of Shadowy Embrace,70,110
32081,Eye of the Stalker,70,110
32083,Faceguard of Determination,70,110
32084,Helmet of the Steadfast Champion,70,110
32085,Warpstalker Helm,70,110
32086,Storm Master's Helmet,70,110
32087,Mask of the Deceiver,70,110
32088,Cowl of Beastly Rage,70,110
32089,Mana-Binders Cowl,70,110
32090,Cowl of Naaru Blessings,70,110
32091,Alex's Test Beatdown Mace,60,70
32092,The Eye of Haramad,0,1
32093,Chancellor's Dreadweave Gloves,70,105
32094,Chancellor's Dreadweave Hood,70,105
32095,Chancellor's Dreadweave Leggings,70,105
32096,Chancellor's Dreadweave Mantle,70,105
32097,Chancellor's Dreadweave Robe,70,105
32098,Chancellor's Mooncloth Cowl,70,105
32099,Chancellor's Mooncloth Legguards,70,105
